video_id,true_class,pred_class,prob_fake,prob_real,num_frames,correct
fake_064_991,fake,fake,1.0,4.512519691246553e-09,41,True
fake_065_089,fake,fake,1.0,1.8659082119025852e-14,45,True
fake_066_062,fake,fake,0.9949557781219482,0.005044248420745134,44,True
fake_067_025,fake,fake,0.9999969601631165,3.0193386919563636e-06,54,True
fake_068_028,fake,fake,1.0,1.7761876414112976e-09,41,True
fake_069_961,fake,fake,0.9999998807907104,1.3317755076514004e-07,78,True
fake_070_057,fake,fake,0.9818752408027649,0.018124788999557495,37,True
fake_071_054,fake,fake,0.9999991655349731,8.401827358284208e-07,46,True
fake_072_037,fake,fake,0.999161958694458,0.0008380579529330134,32,True
fake_073_024,fake,fake,1.0,9.236816644886403e-09,71,True
fake_074_825,fake,fake,1.0,3.187753663466686e-12,35,True
fake_075_977,fake,fake,1.0,7.128642544225541e-24,62,True
fake_076_079,fake,fake,1.0,3.9807016393562066e-15,33,True
fake_077_100,fake,fake,1.0,9.27065180178488e-09,62,True
fake_078_955,fake,fake,1.0,8.623148446381193e-14,53,True
fake_079_076,fake,fake,0.9999352097511292,6.478072464233264e-05,43,True
fake_080_061,fake,fake,0.9999990463256836,9.605557806935394e-07,49,True
fake_081_087,fake,fake,1.0,9.259665922911609e-09,117,True
fake_082_103,fake,fake,1.0,4.426449224520512e-12,32,True
fake_083_213,fake,fake,1.0,1.6391998869380586e-09,55,True
fake_084_042,fake,fake,0.9160864949226379,0.08391346782445908,38,True
fake_085_124,fake,fake,1.0,1.5179724144331885e-08,33,True
fake_086_090,fake,fake,1.0,9.56772942123374e-12,94,True
fake_087_081,fake,fake,0.9999991655349731,8.389500294470054e-07,31,True
fake_088_060,fake,fake,0.9999626278877258,3.745647336472757e-05,67,True
fake_089_065,fake,fake,1.0,4.895713701102977e-08,76,True
fake_090_086,fake,fake,1.0,3.0853905541583515e-10,69,True
fake_091_116,fake,fake,0.9999867081642151,1.330715895164758e-05,64,True
fake_092_098,fake,fake,0.9999403953552246,5.9694208175642416e-05,46,True
fake_093_121,fake,fake,0.9996819496154785,0.00031798554118722677,31,True
fake_094_111,fake,fake,0.9513830542564392,0.04861701652407646,56,True
fake_095_053,fake,fake,0.9783552289009094,0.021644828841090202,101,True
fake_096_101,fake,fake,0.9999905228614807,9.492067874816712e-06,51,True
fake_097_033,fake,fake,0.9999839663505554,1.612920459592715e-05,48,True
fake_098_092,fake,fake,0.9521473050117493,0.047852709889411926,30,True
fake_099_295,fake,fake,1.0,3.978692917662452e-13,62,True
fake_100_077,fake,fake,1.0,7.228896301003651e-13,43,True
fake_101_096,fake,fake,0.9997187256813049,0.00028131649014540017,115,True
fake_102_114,fake,fake,0.9999998211860657,2.1800730110044242e-07,39,True
fake_103_082,fake,fake,0.9998123049736023,0.0001876828318927437,60,True
fake_104_126,fake,fake,1.0,7.127995527156372e-09,47,True
fake_105_180,fake,fake,0.96089768409729,0.03910226374864578,30,True
fake_106_198,fake,fake,1.0,5.255117871520991e-16,36,True
fake_107_109,fake,fake,0.9999685883522034,3.158864637953229e-05,56,True
fake_108_052,fake,fake,0.9999974966049194,2.4878152089513605e-06,30,True
fake_109_107,fake,fake,1.0,1.3874638417343821e-11,30,True
fake_110_043,fake,fake,0.9799005389213562,0.02009955421090126,57,True
fake_111_094,fake,fake,0.9999998211860657,1.6773620359344932e-07,44,True
fake_112_892,fake,fake,0.9999987483024597,1.265148853235587e-06,42,True
fake_113_983,fake,fake,1.0,3.5019797933917574e-15,85,True
fake_114_102,fake,fake,1.0,1.567452001527414e-10,127,True
fake_115_939,fake,fake,0.7869516611099243,0.21304835379123688,32,True
fake_116_091,fake,fake,1.0,2.8765145820841553e-09,33,True
fake_117_217,fake,fake,0.9999886751174927,1.1335560884617735e-05,55,True
fake_118_120,fake,fake,0.9999998807907104,1.1436213753768243e-07,36,True
fake_119_123,fake,fake,0.9833720922470093,0.01662784069776535,51,True
fake_120_118,fake,fake,1.0,1.4937105846375524e-14,41,True
fake_121_093,fake,fake,0.9999997019767761,2.6685967213779804e-07,56,True
fake_122_144,fake,fake,1.0,2.6423213839166237e-08,31,True
fake_123_119,fake,fake,0.9999918341636658,8.073142453213222e-06,52,True
fake_124_085,fake,fake,0.7170528173446655,0.28294727206230164,32,True
fake_125_038,fake,fake,1.0,6.451614484076669e-15,50,True
fake_126_104,fake,fake,1.0,2.1181871812103736e-09,33,True
fake_127_129,fake,fake,0.9999985694885254,1.4001093404658604e-06,87,True
fake_128_896,fake,fake,0.9979291558265686,0.0020708816591650248,68,True
fake_129_127,fake,fake,0.9999570846557617,4.285461182007566e-05,33,True
fake_130_139,fake,fake,1.0,2.7313793723527172e-14,67,True
fake_131_518,fake,fake,0.9999427795410156,5.719766704714857e-05,31,True
fake_132_007,fake,fake,1.0,6.106692373997191e-10,42,True
fake_133_148,fake,fake,0.9999832510948181,1.678730041021481e-05,77,True
fake_134_192,fake,fake,0.9999993443489075,7.698220656493504e-07,35,True
fake_135_880,fake,fake,1.0,4.044425384874817e-12,33,True
fake_136_285,fake,fake,0.9999998807907104,1.3868456960608455e-07,62,True
fake_137_165,fake,fake,1.0,1.5750035720074607e-09,61,True
fake_138_142,fake,fake,1.0,8.593860345573745e-11,41,True
fake_139_130,fake,fake,1.0,3.8603947816184814e-10,38,True
fake_140_143,fake,fake,0.9999306797981262,6.928010407136753e-05,48,True
fake_141_161,fake,fake,1.0,3.214918820049206e-08,51,True
fake_142_138,fake,fake,0.9999998211860657,1.6678401948411192e-07,97,True
fake_143_140,fake,fake,0.994735598564148,0.005264393053948879,42,True
fake_144_122,fake,fake,0.9999977350234985,2.2534320578415645e-06,35,True
fake_145_299,fake,fake,0.9999989867210388,1.0321017498426954e-06,48,True
fake_146_256,fake,fake,0.9999778866767883,2.203682015533559e-05,101,True
fake_147_055,fake,fake,1.0,1.5110547257890516e-09,67,True
fake_148_133,fake,fake,0.9987947940826416,0.0012053559767082334,48,True
fake_149_152,fake,fake,0.9979518055915833,0.002048222813755274,37,True
fake_150_153,fake,fake,0.9966280460357666,0.003371965605765581,46,True
fake_151_225,fake,fake,1.0,6.867631029833232e-12,35,True
fake_152_149,fake,fake,1.0,6.962961457412931e-12,27,True
fake_153_150,fake,fake,1.0,8.920635252707143e-08,74,True
fake_154_386,fake,fake,0.9999967813491821,3.237725422877702e-06,60,True
fake_155_576,fake,fake,0.9879389405250549,0.012061012908816338,83,True
fake_156_243,fake,fake,0.9999644160270691,3.5630153433885425e-05,52,True
fake_157_245,fake,fake,0.9996404647827148,0.0003595836751628667,49,True
fake_158_379,fake,fake,0.9644353985786438,0.03556464985013008,45,True
fake_159_175,fake,fake,1.0,7.796282508465424e-10,33,True
fake_160_928,fake,fake,1.0,1.1555443695009451e-14,54,True
fake_161_141,fake,fake,0.9999891519546509,1.0839782589755487e-05,37,True
fake_162_330,fake,fake,1.0,2.578403979214272e-08,69,True
fake_163_031,fake,fake,0.9990464448928833,0.0009534915443509817,31,True
fake_164_216,fake,fake,1.0,2.2420123483440912e-12,103,True
fake_165_137,fake,fake,0.9519177675247192,0.048082198947668076,39,True
fake_166_167,fake,fake,0.9814510345458984,0.018548976629972458,76,True
fake_167_166,fake,fake,0.6746190190315247,0.32538095116615295,35,True
fake_168_222,fake,fake,0.9999982118606567,1.7925735846802127e-06,123,True
fake_169_227,fake,fake,0.9996355772018433,0.0003645045217126608,65,True
fake_170_186,fake,fake,1.0,1.2456343512212698e-08,50,True
fake_171_173,fake,fake,0.9999999403953552,9.793551214443141e-08,55,True
fake_172_582,fake,fake,0.9999973773956299,2.698611751839053e-06,76,True
fake_173_171,fake,fake,0.983063280582428,0.016936831176280975,73,True
fake_174_964,fake,fake,1.0,7.43221262311522e-10,42,True
fake_175_159,fake,fake,0.9654695987701416,0.03453044220805168,51,True
fake_176_190,fake,fake,1.0,1.8196260352030787e-15,38,True
fake_177_211,fake,fake,1.0,1.7154416775966297e-10,41,True
fake_178_598,fake,fake,0.9999986886978149,1.3075656397631974e-06,53,True
fake_179_212,fake,fake,1.0,5.110464829094497e-10,126,True
fake_180_105,fake,fake,1.0,8.189909254247008e-13,57,True
fake_181_199,fake,fake,0.9999986290931702,1.370187419524882e-06,48,True
fake_182_242,fake,fake,0.9999879002571106,1.2179047189420089e-05,62,True
fake_183_253,fake,fake,0.9998137950897217,0.00018623859796207398,38,True
fake_184_205,fake,fake,1.0,4.455921409629582e-09,126,True
fake_185_276,fake,fake,1.0,1.4749014509707337e-11,88,True
fake_186_170,fake,fake,1.0,2.812504007465577e-08,34,True
fake_187_234,fake,fake,1.0,1.9625928660005343e-10,98,True
fake_188_191,fake,fake,1.0,8.920488479835509e-12,31,True
fake_189_200,fake,fake,0.99237060546875,0.0076294224709272385,52,True
fake_190_176,fake,fake,0.9995745420455933,0.00042536493856459856,34,True
fake_191_188,fake,fake,1.0,3.6952049753402605e-10,38,True
fake_192_134,fake,fake,1.0,5.781242874559086e-23,29,True
fake_193_030,fake,fake,0.9999891519546509,1.0838341950147878e-05,38,True
fake_194_235,fake,fake,0.9999868869781494,1.3146672245056834e-05,57,True
fake_195_442,fake,fake,0.9999905824661255,9.421930371900089e-06,34,True
fake_196_310,fake,fake,1.0,1.8520384878484286e-12,43,True
fake_197_224,fake,fake,1.0,8.308069510132299e-11,88,True
fake_198_106,fake,fake,0.9999157190322876,8.445468120044097e-05,40,True
fake_199_181,fake,fake,0.890585720539093,0.1094142273068428,37,True
real_000,real,real,0.0001578175142640248,0.9998421669006348,40,True
real_001,real,real,4.852663826326875e-10,1.0,46,True
real_002,real,real,1.8894419895332248e-07,0.9999997615814209,70,True
real_003,real,real,5.622665776172653e-05,0.9999437928199768,31,True
real_004,real,real,0.011179016903042793,0.9888210892677307,31,True
real_005,real,real,0.013853447511792183,0.9861465692520142,39,True
real_006,real,real,4.817901633202837e-09,1.0,31,True
real_007,real,real,8.898415217117872e-06,0.9999911785125732,51,True
real_008,real,real,0.01417270116508007,0.9858273267745972,64,True
real_009,real,real,1.2091919643353322e-06,0.9999987483024597,59,True
real_010,real,real,1.1051773645548435e-12,1.0,48,True
real_011,real,real,7.033116992446257e-42,1.0,64,True
real_012,real,real,1.4924179595254827e-05,0.9999852776527405,37,True
real_013,real,real,4.387273293104954e-06,0.9999956488609314,34,True
real_014,real,real,7.662909411010332e-06,0.9999923706054688,68,True
real_015,real,real,2.1208306861808524e-05,0.99997878074646,44,True
real_016,real,real,0.008126003667712212,0.9918740391731262,68,True
real_017,real,real,2.492096882633632e-06,0.9999974966049194,40,True
real_018,real,real,0.00019530845747794956,0.9998047351837158,44,True
real_019,real,real,0.007154175546020269,0.9928457736968994,137,True
real_020,real,real,9.549880530812516e-08,0.9999998807907104,39,True
real_021,real,real,0.002285653492435813,0.9977142810821533,44,True
real_022,real,real,1.8216107946500415e-06,0.999998152256012,33,True
real_023,real,real,1.424160359420057e-06,0.9999985694885254,56,True
real_024,real,real,3.4784168191068004e-15,1.0,31,True
real_025,real,real,6.733048962814792e-08,1.0,75,True
real_026,real,real,3.7140424069548317e-10,1.0,33,True
real_027,real,real,6.407049196743841e-11,1.0,27,True
real_028,real,real,8.000722750978184e-09,1.0,44,True
real_029,real,real,0.04719475284218788,0.9528052806854248,42,True
real_030,real,real,9.788928778675654e-09,1.0,30,True
real_031,real,real,1.7112854189260673e-10,1.0,49,True
real_032,real,real,5.8458444982534274e-06,0.999994158744812,31,True
real_033,real,real,0.01213300134986639,0.9878671765327454,81,True
real_034,real,real,3.824857799372694e-07,0.9999996423721313,41,True
real_035,real,real,1.2880311714980053e-06,0.9999988675117493,43,True
real_036,real,real,7.750988970656181e-07,0.9999992251396179,34,True
real_037,real,real,3.260528202986279e-08,1.0,46,True
real_038,real,real,4.6730980329812155e-07,0.9999995827674866,31,True
real_039,real,real,1.044750508327752e-08,1.0,61,True
real_040,real,real,8.763433288550004e-05,0.9999123811721802,55,True
real_041,real,real,1.6327678054040007e-07,0.9999998807907104,35,True
real_042,real,real,1.9728408915398177e-06,0.9999979734420776,34,True
real_043,real,real,1.46197791650593e-07,0.9999998211860657,50,True
real_044,real,real,7.089197959108004e-21,1.0,34,True
real_045,real,real,6.585127721336903e-06,0.9999934434890747,35,True
real_046,real,real,7.367592498635901e-17,1.0,51,True
real_047,real,real,3.463219400146045e-05,0.9999653697013855,32,True
real_048,real,real,1.3029133327790987e-11,1.0,49,True
real_049,real,real,4.61520405226068e-12,1.0,36,True
real_050,real,real,1.0451851828463532e-08,1.0,53,True
real_051,real,real,6.163311527807025e-11,1.0,72,True
real_052,real,real,4.428478132467717e-05,0.9999557137489319,33,True
real_053,real,real,0.04717313498258591,0.9528269171714783,42,True
real_054,real,real,1.2439231866778755e-09,1.0,37,True
real_055,real,real,1.7558479612489464e-06,0.9999982714653015,40,True
real_056,real,real,5.6200082809709784e-08,1.0,38,True
real_057,real,real,0.00958222709596157,0.9904178380966187,44,True
real_058,real,real,4.147841082158266e-06,0.9999958872795105,67,True
real_059,real,real,1.197958732213067e-09,1.0,73,True
real_060,real,real,0.005203092936426401,0.9947969317436218,85,True
real_061,real,real,0.36028069257736206,0.6397193670272827,34,True
real_062,real,real,0.01089537050575018,0.989104688167572,43,True
real_063,real,real,2.0494096020229335e-07,0.9999998211860657,93,True
real_064,real,real,2.517330699447484e-07,0.9999998211860657,41,True
real_065,real,real,2.548281554481946e-05,0.9999744892120361,45,True
real_066,real,real,0.013772431761026382,0.9862277507781982,44,True
real_067,real,real,1.0877351797056178e-10,1.0,54,True
real_068,real,real,3.117523306173098e-08,1.0,41,True
real_069,real,real,1.3742321947063374e-08,1.0,78,True
real_070,real,real,0.001096455380320549,0.9989036321640015,37,True
real_071,real,real,0.00018709246069192886,0.9998130202293396,46,True
real_072,real,real,3.0365417842403986e-06,0.9999969601631165,32,True
real_073,real,real,3.491643640884945e-10,1.0,71,True
real_074,real,real,9.748357570060762e-07,0.9999990463256836,35,True
real_075,real,real,2.206151975769899e-06,0.9999978542327881,62,True
real_076,real,real,1.4215361261449289e-06,0.9999986290931702,33,True
real_077,real,real,0.00252780900336802,0.9974722862243652,62,True
real_078,real,real,5.302092421042444e-22,1.0,53,True
real_079,real,real,2.7027968751980325e-10,1.0,43,True
real_080,real,real,0.0009069487568922341,0.9990930557250977,49,True
real_081,real,real,2.2603750039706938e-05,0.9999774098396301,117,True
real_082,real,real,2.925501840778111e-09,1.0,32,True
real_083,real,real,0.002174142049625516,0.9978258013725281,55,True
real_084,real,real,0.05695474147796631,0.9430452585220337,38,True
real_085,real,real,7.989937600427766e-10,1.0,33,True
real_086,real,real,3.9538455842702547e-10,1.0,94,True
real_087,real,real,2.7232770705154508e-08,1.0,31,True
real_088,real,real,3.7862223507545423e-06,0.9999962449073792,67,True
real_089,real,real,1.0969753994061193e-09,1.0,76,True
real_090,real,real,0.004533166065812111,0.9954668283462524,69,True
real_091,real,real,0.00040590454591438174,0.9995940327644348,64,True
real_092,real,real,5.657895485455811e-07,0.9999994039535522,46,True
real_093,real,real,4.4920266617509697e-08,1.0,31,True
real_094,real,real,0.012621454894542694,0.9873785972595215,56,True
real_095,real,real,0.032875921577215195,0.9671241044998169,101,True
real_096,real,real,5.153253823664272e-07,0.999999463558197,51,True
real_097,real,real,0.0003427793562877923,0.9996572136878967,48,True
real_098,real,real,0.03461287170648575,0.9653871059417725,30,True
real_099,real,real,1.5802357665961608e-05,0.9999842047691345,62,True
real_100,real,real,5.489522436619154e-07,0.999999463558197,43,True
real_101,real,real,2.0258665244909935e-05,0.9999797940254211,115,True
real_102,real,real,4.498596410940081e-07,0.9999995231628418,39,True
real_103,real,real,0.005114132538437843,0.9948858618736267,60,True
real_104,real,real,2.276281776403266e-07,0.9999998211860657,47,True
real_105,real,real,0.030474593862891197,0.9695253968238831,30,True
real_106,real,real,4.958103261287761e-08,0.9999998807907104,36,True
real_107,real,real,3.04203399537073e-06,0.9999970197677612,56,True
real_108,real,real,3.997776129506959e-15,1.0,30,True
real_109,real,real,5.246948603598867e-06,0.9999948143959045,30,True
real_110,real,real,4.993136371922446e-06,0.9999950528144836,57,True
real_111,real,real,1.1799486856034491e-05,0.9999881982803345,44,True
real_112,real,real,0.023809446021914482,0.9761905670166016,42,True
real_113,real,real,2.1661333479954664e-13,1.0,85,True
real_114,real,real,9.991111937779351e-07,0.9999991059303284,127,True
real_115,real,real,0.3832370638847351,0.6167629957199097,32,True
real_116,real,real,8.18784613443313e-08,1.0,33,True
real_117,real,real,4.145765152073315e-14,1.0,55,True
real_118,real,real,7.523613021476194e-07,0.9999992847442627,36,True
real_119,real,real,9.326456165581476e-06,0.9999906420707703,51,True
real_120,real,real,1.432368806897344e-10,1.0,41,True
real_121,real,real,2.651246476828258e-16,1.0,56,True
real_122,real,real,1.6558329956738865e-13,1.0,31,True
real_123,real,real,0.004093265160918236,0.9959067702293396,52,True
real_124,real,real,0.2162007838487625,0.7837991714477539,32,True
real_125,real,real,1.2826335549220858e-08,1.0,50,True
real_126,real,real,1.778342273439648e-08,1.0,33,True
real_127,real,real,9.14350039238343e-07,0.9999991059303284,87,True
real_128,real,real,0.001956854946911335,0.9980430603027344,66,True
real_129,real,real,3.913606150263149e-08,1.0,33,True
real_130,real,real,9.34616218728479e-06,0.9999906420707703,67,True
real_131,real,real,6.859483505650132e-07,0.9999994039535522,31,True
real_132,real,real,2.613878677948378e-06,0.9999974370002747,42,True
real_133,real,real,8.115076752801542e-07,0.9999992251396179,77,True
real_134,real,real,6.074386647014762e-07,0.9999993443489075,35,True
real_135,real,real,1.8239577912027016e-05,0.9999817609786987,33,True
real_136,real,real,4.0213592001236975e-05,0.9999597668647766,62,True
real_137,real,real,3.290609384976051e-08,1.0,61,True
real_138,real,real,6.701595367530899e-08,1.0,41,True
real_139,real,real,5.564278482417251e-10,1.0,38,True
real_140,real,real,0.02042493410408497,0.9795750975608826,34,True
real_141,real,real,8.801008810621624e-09,1.0,51,True
real_142,real,real,2.460477048771281e-07,0.9999998211860657,97,True
real_143,real,real,2.56205998994119e-06,0.9999974370002747,42,True
real_144,real,real,6.766884325770661e-06,0.9999932646751404,35,True
real_145,real,real,0.002633347176015377,0.997366726398468,48,True
real_146,real,real,8.073634916172523e-08,0.9999999403953552,101,True
real_147,real,real,2.371336904616328e-07,0.9999997615814209,67,True
real_148,real,real,6.513521810802558e-08,0.9999999403953552,48,True
real_149,real,real,2.576138513177284e-06,0.9999974966049194,37,True
real_150,real,real,3.964144070778275e-06,0.9999960064888,46,True
real_151,real,real,0.0,1.0,35,True
real_152,real,real,1.3684464672536478e-09,1.0,32,True
real_153,real,real,1.8651577420314425e-06,0.999998152256012,74,True
real_154,real,real,4.988268505938878e-14,1.0,60,True
real_155,real,real,0.011881005018949509,0.9881190061569214,83,True
real_156,real,real,0.004571450408548117,0.9954286813735962,52,True
real_157,real,real,0.0005640594172291458,0.9994359016418457,49,True
real_158,real,real,0.060449402779340744,0.939550518989563,45,True
real_159,real,real,9.182508620142471e-08,1.0,33,True
real_160,real,real,3.533696376441821e-40,1.0,54,True
real_161,real,real,1.9326059828017605e-06,0.999998152256012,37,True
real_162,real,real,2.7802627755590947e-08,1.0,69,True
real_163,real,real,3.799479964072816e-05,0.9999619722366333,31,True
real_164,real,real,3.656721148104225e-09,1.0,103,True
real_165,real,real,0.03561294823884964,0.964387059211731,39,True
real_166,real,real,7.43524083191005e-07,0.9999992847442627,76,True
real_167,real,real,0.3797718584537506,0.6202282905578613,35,True
real_168,real,real,5.276676162679905e-08,1.0,123,True
real_169,real,real,0.00010964315879391506,0.9998903870582581,65,True
real_170,real,real,5.888109444462941e-10,1.0,50,True
real_171,real,real,0.03052213042974472,0.9694777727127075,52,True
real_172,real,real,0.00019625548156909645,0.9998037219047546,76,True
real_173,real,real,0.02101397141814232,0.9789861440658569,73,True
real_174,real,real,2.277136627526488e-05,0.9999772310256958,42,True
real_175,real,real,0.00024446635507047176,0.9997555613517761,51,True
real_176,real,real,0.0,1.0,38,True
real_177,real,real,0.00016600475646555424,0.9998340010643005,41,True
real_178,real,real,0.0003602889773901552,0.9996396899223328,53,True
real_179,real,real,1.5182691770476708e-09,1.0,126,True
real_180,real,real,2.3084060885025792e-08,1.0,57,True
real_181,real,real,1.8161712489472848e-07,0.9999998211860657,48,True
real_182,real,real,4.241135229676729e-06,0.999995768070221,62,True
real_183,real,real,3.146988660773786e-07,0.9999997019767761,39,True
real_184,real,real,2.4506146001357365e-09,1.0,126,True
real_185,real,real,1.4557231808876026e-10,1.0,88,True
real_186,real,real,2.373795723542571e-05,0.9999762177467346,34,True
real_187,real,real,0.00470003392547369,0.9952999949455261,99,True
real_188,real,real,1.581176745091284e-09,1.0,31,True
real_189,real,real,0.009885122068226337,0.9901149272918701,52,True
real_190,real,real,0.007715684361755848,0.9922842383384705,34,True
real_191,real,real,7.042713962974218e-19,1.0,38,True
real_192,real,real,3.3011387358997685e-24,1.0,29,True
real_193,real,real,9.090890671359375e-06,0.9999909400939941,38,True
real_194,real,real,3.695010036608437e-06,0.9999963045120239,57,True
real_195,real,real,1.0888199540204369e-05,0.9999890923500061,34,True
real_196,real,real,0.00018568013911135495,0.9998143315315247,42,True
real_197,real,real,1.249019874194346e-06,0.9999986886978149,88,True
real_198,real,real,0.00012493239773903042,0.9998751878738403,40,True
real_199,real,real,0.06634771823883057,0.9336522817611694,37,True
